transaction_id,customer_id,transaction_date,amount_inr,transaction_type,channel,merchant_code,balance_after_inr,is_flagged
TXN0002759,CUST00677,2023-03-16,311117,debit,atm,MCC2546,413156,0
TXN0002760,CUST00037,2023-03-07,463579,emi_payment,mobile_app,MCC9755,842498,0
TXN0002761,CUST00230,2023-07-17,248559,debit,branch,MCC3991,539066,0
TXN0002762,CUST00354,2023-08-26,76300,transfer,pos,MCC5254,683322,0
TXN0002763,CUST00536,2023-09-23,256380,atm_withdrawal,branch,MCC2279,918462,0
TXN0002764,CUST00868,2023-04-25,241214,transfer,branch,MCC2909,1845889,0
TXN0002765,CUST00849,2023-06-26,296721,transfer,mobile_app,MCC3108,25013,0
TXN0002766,CUST00275,2023-02-08,216592,emi_payment,branch,MCC9735,716285,0
TXN0002767,CUST00109,2023-06-16,266102,transfer,pos,MCC2586,1731774,0
TXN0002768,CUST00276,2023-09-08,162453,emi_payment,pos,MCC5624,166145,0
TXN0002769,CUST00236,2023-04-22,453091,atm_withdrawal,pos,MCC5897,1012981,0
TXN0002770,CUST00899,2023-04-27,268911,debit,internet_banking,MCC1657,310672,0
TXN0002771,CUST00015,2023-06-18,155459,transfer,mobile_app,MCC4158,1118623,0
TXN0002772,CUST00831,2023-11-13,1495,atm_withdrawal,internet_banking,MCC1727,1428589,0
TXN0002773,CUST00657,2023-08-09,339387,credit,internet_banking,MCC2574,1270438,0
TXN0002774,CUST00106,2023-12-02,190136,transfer,mobile_app,MCC7076,1124651,0
TXN0002775,CUST00686,2023-01-23,124580,emi_payment,atm,MCC6115,1485376,0
TXN0002776,CUST00581,2023-11-06,239724,atm_withdrawal,branch,MCC5452,1069234,0
TXN0002777,CUST00004,2023-01-16,242611,credit,atm,MCC2920,1225708,0
TXN0002778,CUST00224,2023-04-28,401671,atm_withdrawal,mobile_app,MCC6617,163982,0
TXN0002779,CUST00349,2023-06-05,271333,emi_payment,atm,MCC9140,42608,0
TXN0002780,CUST00216,2023-03-28,350511,debit,mobile_app,MCC8646,328152,0
TXN0002781,CUST00579,2023-12-28,323579,atm_withdrawal,atm,MCC2558,1079716,0
TXN0002782,CUST00616,2023-11-22,424895,credit,pos,MCC7131,792428,0
TXN0002783,CUST00170,2023-07-28,3204,credit,internet_banking,MCC3194,732146,0
TXN0002784,CUST00124,2023-06-15,188211,transfer,internet_banking,MCC8755,896011,0
TXN0002785,CUST00656,2023-10-06,357729,transfer,branch,MCC5256,1978874,0
TXN0002786,CUST00470,2023-09-16,70538,transfer,branch,MCC7683,753164,0
TXN0002787,CUST00266,2023-06-25,220989,debit,branch,MCC5853,888287,0
TXN0002788,CUST00256,2023-10-29,200588,atm_withdrawal,mobile_app,MCC7068,1005488,0
TXN0002789,CUST00040,2023-03-12,402839,credit,internet_banking,MCC9413,1548443,0
TXN0002790,CUST00854,2023-04-12,481533,debit,branch,MCC2212,1467096,0
TXN0002791,CUST00842,2023-01-07,53255,transfer,atm,MCC9131,1958775,0
TXN0002792,CUST00555,2023-02-13,107242,emi_payment,atm,MCC5344,1271408,0
TXN0002793,CUST00350,2023-03-14,387128,debit,atm,MCC2278,1907737,0
TXN0002794,CUST00216,2023-08-17,87460,atm_withdrawal,branch,MCC4897,1222570,0
TXN0002795,CUST00308,2023-11-09,248525,emi_payment,branch,MCC1502,1076497,0
TXN0002796,CUST00927,2023-08-04,472174,atm_withdrawal,internet_banking,MCC5865,1115557,0
TXN0002797,CUST00089,2023-06-12,487651,emi_payment,internet_banking,MCC5250,960311,0
TXN0002798,CUST00823,2023-04-09,474966,debit,internet_banking,MCC4519,401856,0
TXN0002799,CUST00305,2023-02-07,67286,credit,branch,MCC4997,732683,0
TXN0002800,CUST00266,2023-08-02,74703,atm_withdrawal,mobile_app,MCC6583,1209272,0
TXN0002801,CUST00810,2023-02-21,88090,transfer,internet_banking,MCC8439,1212257,0
TXN0002802,CUST00962,2023-10-16,384749,debit,mobile_app,MCC4531,316912,0
TXN0002803,CUST00992,2023-05-30,89595,debit,branch,MCC1151,1607054,0
TXN0002804,CUST00268,2023-05-08,214928,transfer,branch,MCC6018,1425829,0
TXN0002805,CUST00592,2023-01-10,409199,transfer,mobile_app,MCC9501,1050358,0
TXN0002806,CUST00293,2023-03-30,246158,credit,mobile_app,MCC4553,904575,0
TXN0002807,CUST00194,2023-01-05,470304,debit,branch,MCC2103,1115211,0
TXN0002808,CUST00386,2023-09-22,249394,emi_payment,internet_banking,MCC9115,1162921,0
TXN0002809,CUST00063,2023-06-28,189937,transfer,pos,MCC4773,855940,0
TXN0002810,CUST00165,2023-10-14,484188,debit,mobile_app,MCC4360,1725589,1
TXN0002811,CUST00596,2023-07-26,273570,debit,branch,MCC3657,316491,0
TXN0002812,CUST00688,2023-12-15,92412,credit,pos,MCC7577,746194,0
TXN0002813,CUST00271,2023-10-14,317264,transfer,mobile_app,MCC2311,795202,0
TXN0002814,CUST00558,2023-02-23,386554,credit,branch,MCC6523,199524,0
TXN0002815,CUST00765,2023-02-12,419255,debit,branch,MCC4138,178152,0
TXN0002816,CUST00895,2023-11-21,2936,atm_withdrawal,branch,MCC4469,1782794,0
TXN0002817,CUST00569,2023-04-09,54281,emi_payment,pos,MCC2940,1548858,0
TXN0002818,CUST00241,2023-10-07,314342,transfer,branch,MCC8267,729967,0
TXN0002819,CUST00713,2023-08-18,370981,credit,internet_banking,MCC5081,532191,0
TXN0002820,CUST00171,2023-09-14,326373,emi_payment,internet_banking,MCC9347,813047,0
TXN0002821,CUST00140,2023-04-08,191476,atm_withdrawal,atm,MCC8451,1409832,0
TXN0002822,CUST00359,2023-04-25,376877,emi_payment,internet_banking,MCC7843,592046,0
TXN0002823,CUST00329,2023-07-22,289639,credit,atm,MCC5051,132634,0
TXN0002824,CUST00147,2023-01-09,462988,credit,internet_banking,MCC9536,840338,0
TXN0002825,CUST00053,2023-04-24,183900,atm_withdrawal,mobile_app,MCC6263,1197440,0
TXN0002826,CUST00947,2023-07-05,376942,debit,branch,MCC4926,1041941,0
TXN0002827,CUST00678,2023-03-16,71974,credit,internet_banking,MCC4126,344691,0
TXN0002828,CUST00718,2023-04-15,366098,debit,internet_banking,MCC9222,1686622,0
TXN0002829,CUST00067,2023-12-25,365853,emi_payment,internet_banking,MCC3287,1263030,0
TXN0002830,CUST00797,2023-04-16,126968,transfer,mobile_app,MCC8885,1440320,0
TXN0002831,CUST00365,2023-11-26,30921,debit,internet_banking,MCC3057,1915194,0
TXN0002832,CUST00749,2023-12-05,496420,atm_withdrawal,pos,MCC7860,1026561,0
TXN0002833,CUST00491,2023-09-03,38346,transfer,internet_banking,MCC3539,1157819,0
TXN0002834,CUST00243,2023-02-25,234257,credit,atm,MCC8515,1527693,0
TXN0002835,CUST00263,2023-03-17,659,atm_withdrawal,branch,MCC8519,1547887,0
TXN0002836,CUST00141,2023-12-07,208783,emi_payment,mobile_app,MCC7570,1695583,0
TXN0002837,CUST00830,2023-01-01,410498,debit,pos,MCC9927,1408805,0
TXN0002838,CUST00430,2023-07-03,250988,atm_withdrawal,pos,MCC5610,116297,0
TXN0002839,CUST00781,2023-08-06,119946,debit,internet_banking,MCC8547,700668,0
TXN0002840,CUST00830,2023-11-02,197088,atm_withdrawal,mobile_app,MCC5971,1184457,0
TXN0002841,CUST00167,2023-11-23,46263,credit,pos,MCC1348,889730,0
TXN0002842,CUST00331,2023-04-14,296859,credit,mobile_app,MCC4758,86536,0
TXN0002843,CUST00125,2023-07-03,2151,debit,pos,MCC1292,535190,0
TXN0002844,CUST00010,2023-08-20,174877,atm_withdrawal,mobile_app,MCC6977,616231,0
TXN0002845,CUST00987,2023-12-19,30443,transfer,pos,MCC2371,72250,0
TXN0002846,CUST00661,2023-07-23,120048,emi_payment,pos,MCC3922,1524832,0
TXN0002847,CUST00452,2023-02-14,33809,atm_withdrawal,internet_banking,MCC8841,755937,0
TXN0002848,CUST00201,2023-12-04,464004,transfer,internet_banking,MCC7656,1582570,0
TXN0002849,CUST00591,2023-07-07,386037,credit,mobile_app,MCC4024,1740622,0
TXN0002850,CUST00543,2023-03-07,463921,emi_payment,atm,MCC5545,1767654,0
TXN0002851,CUST00223,2023-03-11,341571,transfer,internet_banking,MCC6228,1816448,0
TXN0002852,CUST00015,2023-03-16,248173,credit,atm,MCC4178,996475,0
TXN0002853,CUST00469,2023-09-21,87106,atm_withdrawal,atm,MCC7747,485178,0
TXN0002854,CUST00509,2023-12-13,481077,atm_withdrawal,branch,MCC2324,168275,0
TXN0002855,CUST00799,2023-06-11,458768,credit,internet_banking,MCC4837,1247939,0
TXN0002856,CUST00394,2023-02-05,207917,emi_payment,internet_banking,MCC3299,253570,0
TXN0002857,CUST00098,2023-11-21,112883,atm_withdrawal,branch,MCC7111,482757,0
TXN0002858,CUST00881,2023-08-20,193750,emi_payment,mobile_app,MCC6761,488618,0
TXN0002859,CUST00414,2023-07-28,197119,debit,branch,MCC8262,547039,0
TXN0002860,CUST00722,2023-01-23,458461,atm_withdrawal,atm,MCC4328,744365,0
TXN0002861,CUST00044,2023-12-21,33525,debit,branch,MCC3076,662611,0
TXN0002862,CUST00037,2023-01-29,316495,emi_payment,internet_banking,MCC1298,1053121,0
TXN0002863,CUST00024,2023-08-11,384293,transfer,pos,MCC8744,1914693,0
TXN0002864,CUST00790,2023-08-06,381282,debit,branch,MCC3967,1291874,0
TXN0002865,CUST00241,2023-07-07,96682,emi_payment,atm,MCC7790,1352153,0
TXN0002866,CUST00792,2023-07-21,206430,credit,mobile_app,MCC4296,325007,0
TXN0002867,CUST00945,2023-05-26,171090,atm_withdrawal,pos,MCC3987,228291,0
TXN0002868,CUST00664,2023-07-29,203560,atm_withdrawal,atm,MCC3108,377937,0
TXN0002869,CUST00986,2023-05-13,43629,transfer,pos,MCC8031,1696924,0
TXN0002870,CUST00930,2023-06-22,41743,emi_payment,atm,MCC3576,345979,0
TXN0002871,CUST00723,2023-09-05,12174,debit,branch,MCC3666,1967788,0
TXN0002872,CUST00804,2023-09-28,483375,atm_withdrawal,branch,MCC7343,1509874,0
TXN0002873,CUST00604,2023-02-25,208455,emi_payment,atm,MCC5661,1658055,0
TXN0002874,CUST00219,2023-12-29,114056,credit,branch,MCC7715,604175,0
TXN0002875,CUST00103,2023-02-05,398862,debit,atm,MCC1931,312623,0
TXN0002876,CUST00382,2023-04-11,247184,transfer,internet_banking,MCC9629,333422,0
TXN0002877,CUST00476,2023-05-07,182334,atm_withdrawal,atm,MCC3130,1715484,1
TXN0002878,CUST00350,2023-04-29,57393,atm_withdrawal,internet_banking,MCC2062,862751,1
TXN0002879,CUST00103,2023-05-09,193077,debit,branch,MCC1984,818277,0
TXN0002880,CUST00505,2023-04-28,323512,emi_payment,mobile_app,MCC3805,495032,0
TXN0002881,CUST00499,2023-06-09,311755,debit,pos,MCC4811,712483,0
TXN0002882,CUST00954,2023-10-06,195498,credit,atm,MCC1693,738598,0
TXN0002883,CUST00955,2023-10-30,306561,transfer,internet_banking,MCC6602,1498831,0
TXN0002884,CUST00616,2023-05-08,383854,debit,mobile_app,MCC6519,1648028,0
TXN0002885,CUST00851,2023-04-05,465153,debit,pos,MCC7993,934209,1
TXN0002886,CUST00313,2023-09-05,264236,atm_withdrawal,mobile_app,MCC1147,667793,0
TXN0002887,CUST00970,2023-01-22,113969,emi_payment,branch,MCC1866,903392,0
TXN0002888,CUST00942,2023-06-12,64826,emi_payment,mobile_app,MCC2848,349718,0
TXN0002889,CUST00126,2023-03-22,78934,transfer,atm,MCC4942,137129,0
TXN0002890,CUST00701,2023-08-10,5469,transfer,internet_banking,MCC6282,464905,0
TXN0002891,CUST00458,2023-01-29,279095,debit,branch,MCC2816,49042,0
TXN0002892,CUST00267,2023-10-30,106303,transfer,branch,MCC4228,68714,0
TXN0002893,CUST00412,2023-04-09,113122,emi_payment,internet_banking,MCC5621,476962,0
TXN0002894,CUST00907,2023-07-07,362200,credit,atm,MCC5898,1802258,0
TXN0002895,CUST00925,2023-07-28,159908,transfer,branch,MCC5737,370336,0
TXN0002896,CUST00345,2023-06-23,414274,transfer,branch,MCC6761,1393935,0
TXN0002897,CUST00462,2023-06-13,68605,atm_withdrawal,internet_banking,MCC7799,294296,0
TXN0002898,CUST00517,2023-04-08,170733,debit,branch,MCC8549,926721,0
TXN0002899,CUST00734,2023-10-09,25885,debit,internet_banking,MCC9687,1213849,0
TXN0002900,CUST00480,2023-07-08,268008,credit,branch,MCC4535,1121729,0
TXN0002901,CUST00396,2023-03-20,62511,debit,atm,MCC3953,1599428,0
TXN0002902,CUST00924,2023-04-06,120082,atm_withdrawal,branch,MCC3509,508181,0
TXN0002903,CUST00373,2023-06-10,367766,credit,mobile_app,MCC4150,1485592,0
TXN0002904,CUST00266,2023-11-04,440233,credit,pos,MCC5848,807376,0
TXN0002905,CUST00327,2023-12-17,272763,credit,atm,MCC6437,890558,0
TXN0002906,CUST00334,2023-05-22,482607,atm_withdrawal,pos,MCC1627,639671,0
TXN0002907,CUST00556,2023-05-25,378359,emi_payment,mobile_app,MCC9987,1993753,0
TXN0002908,CUST00661,2023-02-17,376494,transfer,pos,MCC1377,1649086,0
TXN0002909,CUST00135,2023-07-19,495303,emi_payment,branch,MCC4608,925778,0
TXN0002910,CUST00887,2023-03-29,44534,debit,pos,MCC5069,1486850,0
TXN0002911,CUST00254,2023-10-27,116175,emi_payment,atm,MCC4107,1831397,0
TXN0002912,CUST00115,2023-07-15,218615,credit,pos,MCC2962,567760,0
TXN0002913,CUST00669,2023-03-22,309205,credit,mobile_app,MCC5774,652224,0
TXN0002914,CUST00210,2023-12-01,495253,debit,branch,MCC1064,1524495,0
TXN0002915,CUST00751,2023-10-25,49597,debit,atm,MCC7689,567636,0
TXN0002916,CUST00949,2023-04-20,114769,emi_payment,branch,MCC7113,187867,0
TXN0002917,CUST00693,2023-02-13,149160,atm_withdrawal,pos,MCC7937,1190467,0
TXN0002918,CUST00778,2023-04-07,335268,atm_withdrawal,atm,MCC8344,405139,0
TXN0002919,CUST00495,2023-05-18,475849,credit,mobile_app,MCC8986,1173403,0
TXN0002920,CUST00347,2023-05-29,469287,emi_payment,mobile_app,MCC2330,212758,0
TXN0002921,CUST00614,2023-10-28,373844,debit,atm,MCC8514,956853,0
TXN0002922,CUST00358,2023-12-20,386624,emi_payment,internet_banking,MCC6074,476492,0
TXN0002923,CUST00877,2023-09-30,207831,transfer,internet_banking,MCC2111,1057321,0
TXN0002924,CUST00470,2023-11-05,304469,atm_withdrawal,pos,MCC9854,452387,0
TXN0002925,CUST00499,2023-02-15,85545,debit,mobile_app,MCC8304,502607,0
TXN0002926,CUST00674,2023-02-24,253401,emi_payment,branch,MCC3418,1801109,0
TXN0002927,CUST00190,2023-11-28,146396,transfer,internet_banking,MCC9014,1963995,0
TXN0002928,CUST00562,2023-08-13,464414,transfer,mobile_app,MCC7576,654779,0
TXN0002929,CUST00754,2023-03-28,183820,transfer,internet_banking,MCC5023,1291213,0
TXN0002930,CUST00777,2023-10-17,197427,emi_payment,branch,MCC2458,710435,1
TXN0002931,CUST00225,2023-03-05,201451,transfer,branch,MCC7579,340389,0
TXN0002932,CUST00055,2023-10-08,450644,transfer,mobile_app,MCC9387,199501,0
TXN0002933,CUST00195,2023-11-19,466269,transfer,atm,MCC2734,1781023,0
TXN0002934,CUST00820,2023-06-28,215583,debit,internet_banking,MCC1003,131964,0
TXN0002935,CUST00266,2023-08-28,497855,emi_payment,branch,MCC3065,984001,0
TXN0002936,CUST00059,2023-09-25,378296,emi_payment,branch,MCC3652,438775,0
TXN0002937,CUST00598,2023-11-18,423240,transfer,branch,MCC4411,1520758,0
TXN0002938,CUST00881,2023-08-02,457865,emi_payment,branch,MCC9786,269092,0
TXN0002939,CUST00225,2023-04-18,166326,credit,internet_banking,MCC9670,1153700,0
TXN0002940,CUST00044,2023-03-15,275366,credit,branch,MCC7035,689219,0
TXN0002941,CUST00141,2023-05-10,142610,atm_withdrawal,branch,MCC2956,1041809,0
TXN0002942,CUST00128,2023-01-21,155008,atm_withdrawal,mobile_app,MCC2906,372088,0
TXN0002943,CUST00205,2023-09-13,232216,atm_withdrawal,atm,MCC1734,233677,0
TXN0002944,CUST00181,2023-05-15,25588,debit,branch,MCC8121,356342,0
TXN0002945,CUST00638,2023-09-17,107659,transfer,internet_banking,MCC2987,1152931,0
TXN0002946,CUST00224,2023-01-23,404649,emi_payment,mobile_app,MCC9081,1295073,0
TXN0002947,CUST00549,2023-04-28,82973,debit,internet_banking,MCC6402,1809152,0
TXN0002948,CUST00402,2023-05-25,311042,atm_withdrawal,branch,MCC5384,1884211,0
TXN0002949,CUST00655,2023-02-01,382842,emi_payment,pos,MCC9362,1505191,0
TXN0002950,CUST00656,2023-10-30,131596,credit,atm,MCC2404,24963,0
TXN0002951,CUST00593,2023-08-07,229215,transfer,branch,MCC5173,1407111,0
TXN0002952,CUST00893,2023-11-05,438718,atm_withdrawal,mobile_app,MCC3327,1411112,0
TXN0002953,CUST00197,2023-10-20,417756,atm_withdrawal,internet_banking,MCC2629,1412382,0
TXN0002954,CUST00525,2023-01-13,460159,atm_withdrawal,pos,MCC9487,1318395,0
TXN0002955,CUST00395,2023-11-12,314206,atm_withdrawal,mobile_app,MCC6446,1375190,1
TXN0002956,CUST00533,2023-01-26,443594,emi_payment,atm,MCC2449,1170108,0
TXN0002957,CUST00140,2023-11-14,199290,atm_withdrawal,branch,MCC1966,1238993,0
TXN0002958,CUST00320,2023-09-02,300798,atm_withdrawal,internet_banking,MCC3806,1384596,0
TXN0002959,CUST00942,2023-10-27,333650,debit,pos,MCC8501,86871,0
TXN0002960,CUST00801,2023-07-02,488293,emi_payment,internet_banking,MCC2309,1017398,0
TXN0002961,CUST00427,2023-02-28,184178,credit,atm,MCC7674,255544,1
TXN0002962,CUST00111,2023-02-24,437415,transfer,mobile_app,MCC1950,1853835,0
TXN0002963,CUST00649,2023-02-13,254710,debit,pos,MCC4030,1979586,0
TXN0002964,CUST00302,2023-10-22,52219,emi_payment,mobile_app,MCC5697,316449,0
TXN0002965,CUST00330,2023-07-14,327807,atm_withdrawal,internet_banking,MCC2161,1783061,0
TXN0002966,CUST00097,2023-03-21,490554,transfer,pos,MCC4569,947102,0
TXN0002967,CUST00290,2023-02-15,226753,emi_payment,atm,MCC3409,1344744,0
TXN0002968,CUST00215,2023-01-29,274448,credit,atm,MCC1415,1306076,0
TXN0002969,CUST00034,2023-04-05,463656,emi_payment,internet_banking,MCC1008,235296,0
TXN0002970,CUST00587,2023-10-01,460025,debit,atm,MCC2306,1817397,0
TXN0002971,CUST00970,2023-11-22,200101,atm_withdrawal,pos,MCC7735,1281284,0
TXN0002972,CUST00126,2023-08-10,380194,credit,atm,MCC1338,974871,0
TXN0002973,CUST00053,2023-12-30,315523,transfer,internet_banking,MCC5549,1229614,0
TXN0002974,CUST00101,2023-05-24,323818,atm_withdrawal,pos,MCC1221,1953992,0
TXN0002975,CUST00546,2023-05-02,360284,debit,mobile_app,MCC2940,1294754,0
TXN0002976,CUST00826,2023-09-10,163403,atm_withdrawal,pos,MCC2606,1312965,0
TXN0002977,CUST00310,2023-02-19,152481,emi_payment,mobile_app,MCC4058,1753222,0
TXN0002978,CUST00119,2023-11-29,13612,atm_withdrawal,mobile_app,MCC7692,1398425,1
TXN0002979,CUST00096,2023-10-12,428189,transfer,mobile_app,MCC4789,285889,0
TXN0002980,CUST00609,2023-01-13,138440,credit,mobile_app,MCC1132,1636414,0
TXN0002981,CUST00357,2023-03-10,337159,transfer,atm,MCC2301,1799497,0
TXN0002982,CUST00353,2023-08-18,342941,transfer,internet_banking,MCC3739,1467836,0
TXN0002983,CUST00239,2023-09-27,351790,atm_withdrawal,mobile_app,MCC3505,304722,0
TXN0002984,CUST00897,2023-03-21,431571,transfer,internet_banking,MCC6082,1045253,0
TXN0002985,CUST00375,2023-09-30,433949,transfer,pos,MCC4157,108083,0
TXN0002986,CUST00708,2023-06-23,1273,debit,branch,MCC7692,1545234,0
TXN0002987,CUST00743,2023-09-04,420067,credit,atm,MCC3272,1914412,0
TXN0002988,CUST00060,2023-06-04,104066,transfer,internet_banking,MCC7100,71465,0
TXN0002989,CUST00249,2023-06-15,322734,credit,branch,MCC1906,218047,0
TXN0002990,CUST00896,2023-05-23,336566,credit,atm,MCC9894,1865534,0
TXN0002991,CUST00883,2023-02-27,26941,debit,atm,MCC9879,1599549,0
TXN0002992,CUST00414,2023-03-11,141889,atm_withdrawal,mobile_app,MCC3480,1646299,0
TXN0002993,CUST00157,2023-03-03,455078,atm_withdrawal,atm,MCC3107,416989,0
TXN0002994,CUST00299,2023-10-20,70937,credit,atm,MCC1001,1275322,0
TXN0002995,CUST00950,2023-06-04,116014,debit,mobile_app,MCC9782,1657550,0
TXN0002996,CUST00673,2023-05-19,41059,atm_withdrawal,internet_banking,MCC1343,137508,0
TXN0002997,CUST00076,2023-11-09,83461,atm_withdrawal,atm,MCC1018,567458,0
TXN0002998,CUST00718,2023-11-20,318975,atm_withdrawal,mobile_app,MCC1877,589847,0
TXN0002999,CUST00147,2023-03-27,420658,transfer,atm,MCC3654,1083159,0
TXN0003000,CUST00304,2023-05-10,297470,emi_payment,pos,MCC9776,507256,0
TXN0003001,CUST00482,2023-05-31,142354,emi_payment,branch,MCC2499,683877,0
TXN0003002,CUST00352,2023-11-03,429320,credit,branch,MCC6129,514049,0
TXN0003003,CUST00699,2023-09-03,183734,transfer,mobile_app,MCC6853,127252,0
TXN0003004,CUST00157,2023-07-18,157487,credit,atm,MCC8193,1344204,0
TXN0003005,CUST00878,2023-03-27,252802,emi_payment,pos,MCC7293,1277311,0
TXN0003006,CUST00594,2023-05-21,68445,atm_withdrawal,pos,MCC9864,1752276,0
TXN0003007,CUST00306,2023-01-11,178225,debit,branch,MCC6954,1152216,1
TXN0003008,CUST00957,2023-09-14,399597,debit,mobile_app,MCC8597,1363260,0
TXN0003009,CUST00479,2023-12-02,304181,credit,internet_banking,MCC3878,718422,0
TXN0003010,CUST00417,2023-10-15,494094,debit,internet_banking,MCC4668,777519,0
TXN0003011,CUST00022,2023-04-23,387878,debit,mobile_app,MCC7633,824798,0
TXN0003012,CUST00997,2023-06-26,180258,atm_withdrawal,mobile_app,MCC8882,1938472,0
TXN0003013,CUST00847,2023-12-16,383381,transfer,branch,MCC1045,944937,0
TXN0003014,CUST00177,2023-06-05,432688,emi_payment,mobile_app,MCC4903,1725164,0
TXN0003015,CUST00948,2023-11-03,315451,transfer,mobile_app,MCC8219,641291,0
TXN0003016,CUST00797,2023-07-30,381296,emi_payment,pos,MCC2025,1370836,0
TXN0003017,CUST00421,2023-07-02,251721,emi_payment,atm,MCC4174,548202,0
TXN0003018,CUST00929,2023-08-02,455801,debit,pos,MCC5932,794931,0
TXN0003019,CUST00560,2023-03-23,118885,debit,internet_banking,MCC1745,1717741,0
TXN0003020,CUST00689,2023-06-05,212243,transfer,internet_banking,MCC9240,1367654,1
TXN0003021,CUST00184,2023-04-22,127030,credit,atm,MCC4309,972538,0
TXN0003022,CUST00110,2023-10-04,50740,atm_withdrawal,atm,MCC8060,815990,0
TXN0003023,CUST00528,2023-08-12,308036,credit,internet_banking,MCC4846,1599396,0
TXN0003024,CUST00327,2023-05-26,59266,credit,pos,MCC4616,310374,0
TXN0003025,CUST00982,2023-10-28,113151,transfer,atm,MCC9692,1697458,0
TXN0003026,CUST00086,2023-06-15,381622,debit,internet_banking,MCC8692,1237669,0
TXN0003027,CUST00763,2023-12-14,120581,atm_withdrawal,mobile_app,MCC5642,657952,0
TXN0003028,CUST00602,2023-08-09,431679,debit,mobile_app,MCC5177,1396204,0
TXN0003029,CUST00879,2023-11-20,24664,atm_withdrawal,pos,MCC8026,1982131,0
TXN0003030,CUST00999,2023-12-27,228562,emi_payment,pos,MCC7160,698607,0
TXN0003031,CUST00871,2023-04-30,33683,atm_withdrawal,branch,MCC9812,786338,0
TXN0003032,CUST00375,2023-04-06,29879,credit,atm,MCC3997,1858615,0
TXN0003033,CUST00696,2023-11-02,395497,atm_withdrawal,pos,MCC2013,688787,0
TXN0003034,CUST00163,2023-03-26,33446,atm_withdrawal,mobile_app,MCC2752,1708519,0
TXN0003035,CUST00486,2023-10-02,446141,transfer,pos,MCC5748,1799425,0
TXN0003036,CUST00269,2023-03-06,299340,credit,branch,MCC3820,1165705,0
TXN0003037,CUST00251,2023-11-14,241325,debit,branch,MCC8283,164292,0
TXN0003038,CUST00571,2023-09-09,459320,debit,mobile_app,MCC8875,120471,0
TXN0003039,CUST00127,2023-07-10,193900,transfer,atm,MCC2681,561878,0
TXN0003040,CUST00569,2023-06-13,199851,atm_withdrawal,atm,MCC9906,34431,0
TXN0003041,CUST00401,2023-08-21,205028,transfer,mobile_app,MCC6680,1525372,0
TXN0003042,CUST00230,2023-05-22,325344,atm_withdrawal,atm,MCC3374,1279772,0
TXN0003043,CUST00563,2023-05-26,423644,emi_payment,mobile_app,MCC2810,909328,0
TXN0003044,CUST00751,2023-03-16,271049,emi_payment,internet_banking,MCC2488,1627611,0
TXN0003045,CUST00611,2023-02-27,140601,emi_payment,atm,MCC5239,267009,0
TXN0003046,CUST00089,2023-11-22,444889,atm_withdrawal,atm,MCC1639,1000705,0
TXN0003047,CUST00563,2023-10-01,299514,atm_withdrawal,mobile_app,MCC2180,676934,0
TXN0003048,CUST00624,2023-06-11,416210,debit,branch,MCC7783,46975,0
TXN0003049,CUST00684,2023-10-31,216195,transfer,internet_banking,MCC5399,956876,0
TXN0003050,CUST00426,2023-08-10,99754,transfer,atm,MCC5751,289657,0
TXN0003051,CUST00095,2023-08-07,472253,atm_withdrawal,pos,MCC3921,91665,0
TXN0003052,CUST00128,2023-02-11,338803,credit,atm,MCC6004,422489,0
TXN0003053,CUST00332,2023-07-16,153958,atm_withdrawal,atm,MCC4085,389478,0
TXN0003054,CUST00635,2023-02-09,423766,transfer,branch,MCC1406,1255511,1
TXN0003055,CUST00740,2023-09-07,4635,atm_withdrawal,branch,MCC6113,1586024,0
TXN0003056,CUST00674,2023-01-25,465131,emi_payment,internet_banking,MCC1729,972119,0
TXN0003057,CUST00313,2023-07-07,289354,credit,pos,MCC7198,1282297,0
TXN0003058,CUST00441,2023-05-15,295004,atm_withdrawal,internet_banking,MCC9230,204413,0
TXN0003059,CUST00047,2023-02-17,6790,debit,pos,MCC7006,1573281,0
TXN0003060,CUST00798,2023-06-22,88038,debit,atm,MCC6190,1003348,0
TXN0003061,CUST00354,2023-03-15,360335,transfer,pos,MCC9677,856858,0
TXN0003062,CUST00510,2023-03-31,279160,credit,atm,MCC2972,1738985,0
TXN0003063,CUST00450,2023-11-21,63916,debit,internet_banking,MCC7964,627590,0
TXN0003064,CUST00286,2023-05-08,332942,atm_withdrawal,internet_banking,MCC2866,878230,0
TXN0003065,CUST00169,2023-05-28,373236,debit,mobile_app,MCC1004,1852084,0
TXN0003066,CUST00954,2023-01-03,136317,transfer,pos,MCC3167,299524,0
TXN0003067,CUST00120,2023-04-20,344714,credit,mobile_app,MCC5521,1043828,0
TXN0003068,CUST00945,2023-05-09,486503,credit,pos,MCC1573,1156015,0
TXN0003069,CUST00114,2023-09-20,241279,credit,atm,MCC3508,1400382,0
TXN0003070,CUST00096,2023-02-13,114740,credit,mobile_app,MCC1447,1858771,0
TXN0003071,CUST00904,2023-12-06,480973,emi_payment,pos,MCC3189,687724,0
TXN0003072,CUST00947,2023-02-16,455685,credit,mobile_app,MCC7479,231820,0
TXN0003073,CUST00896,2023-08-27,228477,emi_payment,mobile_app,MCC2369,798298,1
TXN0003074,CUST00776,2023-01-02,212647,transfer,branch,MCC3373,312815,0
TXN0003075,CUST00493,2023-10-27,416974,emi_payment,mobile_app,MCC2220,1455813,0
